Insulation,Temperature,Num_Occupants,Avg_Age,Home_Size,Predicted_Heating_Oil
38832,4,89,6,48.6,1,174.32337980747252
38833,1,71,9,45.5,7,213.2638342705805
38834,0,77,1,20.8,2,152.68700892377743
38835,6,58,2,44.2,6,201.49406499324914
38836,3,70,7,27.5,8,176.18732598682945
38837,4,50,4,55.0,5,232.63247639969342
38838,5,41,9,24.1,6,179.53797394813088
38839,5,54,10,18.7,2,145.47811457075883
38840,2,38,9,52.7,3,238.3149794000557
38841,8,55,10,68.7,2,227.02877126505916
38842,8,86,6,67.3,8,218.32180414631904
38843,7,39,6,17.4,7,164.93657897140235
38844,7,84,7,31.4,1,134.04612257326852
38845,0,82,2,65.0,6,243.88578416784853
38846,4,63,8,41.5,3,188.54621854188645
38847,5,70,2,65.7,7,238.88112963926125
38848,0,85,6,69.4,5,245.1147410198505
38849,1,62,1,18.1,7,172.04887153119043
38850,5,89,2,34.2,5,157.19617673185368
38851,5,62,3,24.6,4,158.50314935855064
38852,8,73,7,57.9,5,201.88173653492697
38853,7,56,5,20.2,7,156.15836255467497
38854,8,59,5,57.0,4,209.60202417364198
38855,7,81,9,16.9,1,108.58591543686616
38856,8,65,1,67.5,6,231.94665178186253
38857,1,81,8,55.4,7,223.78609143048902
38858,8,86,5,25.5,1,118.00829291485405
38859,7,39,7,44.4,6,212.308621801
38860,2,39,3,21.1,1,173.76188056583038
38861,2,49,10,54.6,8,247.89845877926533
38862,4,72,8,47.2,4,194.79265819857434
38863,3,59,5,46.4,2,202.9907798712548
38864,5,51,1,66.4,5,250.37007187669363
38865,2,45,5,68.9,2,261.14772133394865
38866,7,90,1,42.4,2,154.89090142075185
38867,0,82,6,63.5,1,224.00984388160282
38868,1,73,2,61.8,5,238.42391149284458
38869,8,52,2,30.0,3,162.58345710750046
38870,8,72,9,40.3,1,156.35551260421335
38871,1,63,5,63.8,8,259.0223223453088
38872,1,38,6,55.8,6,258.51545131937246
38873,8,53,2,58.7,2,212.65627491496784
38874,6,64,10,62.5,2,215.577297619249
38875,4,55,6,31.4,1,170.72442242941173
38876,7,43,2,71.6,6,261.8787215907003
38877,7,86,9,46.9,4,170.25313827895127
38878,0,62,1,53.4,8,245.58968980485628
38879,2,88,8,69.9,7,241.24284415591876
38880,2,72,9,59.4,2,219.00497034195104
38881,1,53,6,57.6,1,233.53464565755456
38882,4,85,4,31.5,4,155.59731143681887
38883,1,87,3,18.1,7,150.18399966124827
38884,8,66,8,57.6,8,216.29948140429548
38885,0,83,4,50.5,3,205.63763601455804
38886,1,68,1,62.6,8,253.91142011706893
38887,3,51,3,43.7,8,224.17340090563047
38888,2,68,4,47.6,4,208.16524233496182
38889,2,83,9,27.3,7,164.89928902195967
38890,4,38,8,37.9,2,199.8056032549382
38891,8,84,4,69.3,8,224.47429348288432
38892,5,52,1,27.0,8,184.7180333778266
38893,4,74,9,19.6,7,150.17170693199463
38894,6,71,7,41.8,3,174.83402361980055
38895,5,81,8,61.1,6,215.69238181039788
38896,0,43,4,65.6,2,264.8201214540385
38897,4,70,4,19.3,7,154.7240684564654
38898,7,43,1,29.8,4,177.23231404163118
38899,8,73,4,34.7,8,168.62527865964532
38900,1,86,10,32.2,2,159.49797084562098
38901,5,41,7,26.4,3,175.16137726295295
38902,0,68,9,44.4,7,217.65676582110933
38903,7,68,10,61.3,8,224.8061845848489
38904,4,82,1,36.6,5,171.9145753180832
38905,3,40,7,22.1,5,182.02437418771848
38906,3,87,10,23.3,2,134.04112937135102
38907,8,39,5,56.3,7,234.62231070702006
38908,6,57,8,27.2,8,174.51463801749796
38909,2,51,5,22.6,3,171.99888425015905
38910,8,52,2,36.2,8,189.92754967923491
38911,8,78,4,51.7,1,174.47428517542232
38912,1,40,4,21.8,7,196.61181161461334
38913,6,53,1,24.8,5,166.40350751596984
38914,7,78,9,37.7,1,150.3010888808803
38915,6,77,10,32.9,2,148.81913647496657
38916,2,57,7,49.0,5,222.21370023349112
38917,0,79,2,62.1,7,244.09814662619277
38918,7,47,4,61.9,3,230.1300637945356
38919,3,72,7,57.4,7,227.6732864581126
38920,8,67,3,67.2,5,225.86249672686253
38921,2,52,5,43.0,1,203.3061832918714
38922,6,66,9,34.8,4,168.32646640909286
38923,7,60,6,68.6,5,237.31375136160818
38924,1,80,4,16.7,4,143.7294962765365
38925,2,86,5,53.6,6,210.14190134109668
38926,4,43,10,66.4,1,245.4221858706327
38927,3,75,7,67.3,4,234.37777965993422
38928,4,73,7,64.2,5,229.4426490753233
38929,4,79,8,72.1,3,232.6270936368841
38930,6,40,7,34.4,4,190.28490385900486
38931,8,40,9,33.7,3,177.2934415255451
38932,3,80,5,17.5,5,140.1758930348211
38933,0,68,4,15.9,7,165.70998294468635
38934,3,87,10,50.5,3,188.40263039654133
38935,8,80,9,46.5,3,167.52398535160904
38936,6,66,10,72.8,6,245.8160098001803
38937,6,77,4,61.5,4,211.02643563338864
38938,7,46,3,64.7,2,233.46298127485673
38939,4,40,7,35.1,3,196.31764539613036
38940,8,55,10,46.4,2,185.02927896953497
38941,3,70,9,59.1,6,228.74358082002726
38942,7,48,1,30.7,1,165.29250009713923
38943,3,53,10,19.0,3,157.87126316081256
38944,2,90,6,68.5,1,218.80362023006947
38945,6,46,1,19.6,3,156.2715003714435
38946,3,44,9,36.4,2,195.47696370512244
38947,8,80,2,51.3,6,188.38607465557598
38948,6,57,6,63.1,7,239.68662904427447
38949,0,75,7,59.7,6,238.10258165736758
38950,2,49,6,24.1,6,185.57212415873195
38951,0,86,8,51.0,3,202.6548109145843
38952,5,86,9,51.7,7,196.5414425113948
38953,6,88,1,28.6,5,143.91818210875883
38954,7,78,6,48.1,3,177.1929565081156
38955,7,53,2,66.8,3,234.96901289992255
38956,3,59,9,66.2,1,235.76462952171795
38957,7,79,8,60.9,4,202.89491011992618
38958,1,71,6,69.1,8,261.88296718379934
38959,3,57,7,24.0,5,171.2051713350443
38960,4,67,1,69.2,8,255.41699398972457
38961,5,78,6,45.7,2,177.3872036005718
38962,0,61,2,25.3,2,174.367018363186
38963,1,63,5,58.0,5,238.6984253684255
38964,8,75,7,59.0,7,208.52646243936525
38965,5,57,5,31.0,7,183.49979670421047
38966,7,82,2,25.0,8,147.34993949050283
38967,7,72,10,53.9,5,198.08119231294378
38968,4,54,2,61.8,1,230.21001404187984
38969,4,88,6,41.9,2,165.68503870410973
38970,4,48,6,27.2,7,187.54316648145078
38971,3,62,4,50.4,8,227.13002606515795
38972,2,82,5,41.2,4,183.90876089691182
38973,3,40,2,47.8,3,225.890233354813
38974,1,49,2,39.7,6,220.26058983944955
38975,7,75,1,18.6,3,125.90354743254852
38976,8,71,4,31.4,4,151.57026361183824
38977,0,57,4,54.3,7,247.34809536688533
38978,1,67,3,37.2,7,203.095053018883
38979,4,67,5,66.3,3,232.904314276854
38980,5,61,10,23.1,8,166.63709641741627
38981,1,54,7,63.2,2,246.0221647369825
38982,3,46,7,68.1,6,266.712000730695
38983,8,46,2,65.9,3,235.27850775855615
38984,5,80,8,54.4,5,200.78719923407678
38985,8,63,3,43.0,5,183.67225115979807
38986,7,40,7,52.1,1,210.29666526317808
38987,2,84,1,24.8,6,158.97800261529142
38988,4,88,6,61.4,3,205.54447288286346
38989,5,43,1,41.5,3,203.98229393080896
38990,8,54,5,33.4,8,181.92241243719604
38991,5,44,4,19.7,5,167.3065970736826
38992,6,90,2,17.9,4,118.59275954623368
38993,2,83,7,26.8,8,167.78289642944873
38994,2,85,8,52.9,4,202.3657908716247
38995,4,89,7,44.2,2,168.82396554144282
38996,2,63,3,68.0,8,263.7005236684131
38997,6,64,7,23.2,5,151.99833633778172
38998,8,55,10,44.2,1,177.75241056264534
38999,6,62,1,43.2,8,202.83578201571282
39000,1,90,7,51.2,4,199.19927328610112
39001,0,42,1,66.7,7,284.4436876585661
39002,8,66,4,20.0,3,131.2008489107272
39003,4,78,4,54.0,8,216.4356016522447
39004,5,82,10,65.1,3,212.2868617946499
39005,0,46,2,39.3,3,216.57162889385327
39006,2,60,8,66.3,5,251.90956723807926
39007,0,68,1,58.8,2,231.8779278203583
39008,0,47,7,29.5,1,189.27099342421866
39009,8,51,10,72.1,8,255.62048452747368
39010,4,59,10,28.1,7,178.53833788846867
39011,4,71,3,29.5,8,176.56703926103654
39012,5,90,2,63.5,1,198.99876351272275
39013,5,76,4,67.3,2,220.45404490988483
39014,6,50,7,40.1,3,189.41758234087175
39015,1,90,10,35.5,3,165.45888428026524
39016,1,57,4,22.9,6,181.15247978167437
39017,6,67,8,39.0,2,169.46886317583434
39018,2,43,6,56.3,6,251.29864918227912
39019,5,73,10,36.3,5,171.9344838080897
39020,7,59,7,55.2,3,206.31052684541538
39021,6,40,2,46.9,2,209.2900770036366
39022,6,41,9,65.1,4,246.56603368903953
39023,6,69,8,27.8,8,165.48163277798537
39024,5,84,7,70.9,5,228.8213176163926
39025,8,61,9,18.0,1,123.67213702917827
39026,7,64,7,17.0,7,142.66429264125537
39027,3,48,10,21.9,7,180.10136199976534
39028,7,76,1,30.7,1,141.57874844498502
39029,8,80,10,45.4,2,161.9729011182367
39030,5,55,10,45.1,4,200.61940838678007
39031,6,50,3,37.4,3,185.7162006648471
39032,6,58,1,51.0,6,214.6470247271149
39033,5,59,5,70.6,5,250.1211738949151
39034,6,77,3,67.9,8,235.95972419127827
39035,6,50,9,21.8,3,154.25975194089972
39036,6,72,10,18.3,1,122.42288879871305
39037,2,56,7,32.4,7,198.06326534976046
39038,5,66,5,53.6,6,215.3086065379113
39039,5,44,7,41.5,5,207.32657773177695
39040,4,72,9,62.7,6,229.90603223319113
39041,5,56,9,61.5,6,237.272788817169
39042,6,59,5,67.2,5,239.7937675786801
39043,1,38,10,24.5,2,185.64804968859153
39044,1,64,2,72.3,1,253.28805156337802
39045,2,81,3,42.7,1,178.87237566981088
39046,6,41,1,62.1,8,256.2170780142638
39047,1,79,6,59.0,6,229.81857651814636
39048,7,70,2,16.0,7,137.4290874337872
39049,6,79,6,19.7,8,142.44889411440533
39050,6,63,2,58.3,3,214.41493707121995
39051,6,71,6,48.2,7,199.76731217769017
39052,8,55,9,20.1,6,148.3758680626873
39053,3,75,5,56.2,5,217.2975028372638
39054,8,70,6,60.1,2,199.5116207631758
39055,4,40,6,26.3,6,189.49005658561398
39056,5,77,2,32.6,6,167.4792174031134
39057,1,43,9,48.8,1,224.39223300947532
39058,0,53,3,49.2,3,228.94276583597386
39059,8,58,10,18.6,6,142.66409133831334
39060,8,56,3,54.5,8,220.65988228669244
39061,2,50,10,31.7,6,197.65517412608088
39062,7,54,1,60.0,2,218.52759205109092
39063,7,49,10,68.2,8,253.89301752289023
39064,1,77,7,28.7,3,164.69963931736575
39065,3,77,6,37.9,5,180.79177269525445
39066,8,52,2,32.9,1,161.778433018265
39067,7,85,8,30.4,8,152.9038230603401
39068,1,85,10,32.3,3,163.666649814436
39069,1,41,6,40.1,5,223.27212219301254
39070,5,50,10,59.5,3,228.84133454775534
39071,6,85,1,51.1,8,198.2353727802549
39072,7,69,7,53.2,7,206.60824216324153
39073,3,71,3,38.0,6,190.23286915844656
39074,6,71,2,47.6,4,190.62077743216526
39075,8,78,1,70.7,8,233.23037010574893
39076,4,70,5,70.9,1,232.76028610007506
39077,2,80,6,24.3,7,162.8277111984154
39078,7,75,3,16.4,4,124.2016411752413
39079,7,39,6,17.6,6,162.1798352958696
39080,3,46,3,15.6,4,162.95118940605704
39081,0,65,4,30.2,5,188.91631043498393
39082,4,53,7,51.2,7,228.16387562401826
39083,1,51,4,22.2,1,169.248524597142
39084,8,69,6,40.6,8,182.43305144163895
39085,1,85,2,72.7,4,245.6563541555927
39086,2,54,5,32.4,3,187.91530113094495
39087,3,78,6,43.1,3,183.47161510503997
39088,2,69,4,60.9,4,232.36734718603515
39089,2,63,1,25.1,7,180.46175268230584
39090,8,64,4,61.8,2,208.48677331577207
39091,3,76,9,31.2,8,177.38245407978616
39092,7,47,9,38.0,5,189.65429817595873
39093,0,66,3,26.6,8,191.03540550721146
39094,2,63,6,17.7,7,164.79500311884905
39095,1,73,6,20.7,4,156.49959608512725
39096,5,40,6,56.7,2,230.2873906234048
39097,8,65,5,53.8,1,189.09341077788605
39098,6,78,5,27.2,4,145.23346031752948
39099,7,42,6,44.7,2,198.1451350026029
39100,4,87,1,40.3,6,177.78192317275762
39101,0,60,10,67.0,5,260.3838501883081
39102,7,54,10,69.2,2,232.74127989943398
39103,1,51,4,72.8,1,264.5478210165826
39104,6,78,2,15.9,3,121.85560462264225
39105,8,53,3,54.1,6,216.18044579742926
39106,8,71,9,72.0,2,220.0391672025604
39107,4,73,5,59.8,1,209.31395011196156
39108,2,56,1,70.9,7,272.6492375520712
39109,1,89,2,37.0,6,181.29866144216706
39110,0,47,4,48.0,3,231.41828201978336
39111,3,46,8,31.4,4,190.9789789123833
39112,7,55,1,46.5,5,201.65523294478342
39113,1,79,1,42.7,4,194.58225288649575
39114,8,76,10,43.5,7,177.4492515290923
39115,4,47,1,48.4,7,230.04755295207218
39116,1,70,1,53.7,6,229.18861002827023
39117,3,51,8,47.6,7,226.65548454916643
39118,5,63,1,49.6,6,211.69958307132293
39119,2,62,6,50.7,2,212.12653419447275
39120,3,70,2,24.5,1,150.33292322571893
39121,6,42,7,46.3,7,220.4036117910282
39122,8,62,2,35.3,7,176.6298851498704
39123,0,44,5,70.1,8,290.90302038065704
39124,7,61,10,57.0,6,216.36922421458138
39125,0,43,8,53.3,7,255.93782724147857
39126,7,64,10,16.3,6,137.17468320639992
39127,8,53,1,49.4,6,208.02041418856464
39128,3,41,1,39.0,5,215.08230410595482
39129,1,60,8,40.0,1,193.7667470578564
39130,8,88,8,21.5,5,120.27677625305348
39131,5,59,2,25.4,2,156.6297148966538
39132,7,90,10,50.8,2,167.59788102530928
39133,4,70,8,36.6,1,167.12235116270264
39134,8,77,9,65.9,6,216.00268157843587
39135,4,54,6,37.2,3,188.7618183716785
39136,7,71,2,49.8,3,187.7069080859504
39137,4,82,3,61.7,6,221.62908787996037
39138,0,71,2,58.3,6,240.5832193466331
39139,8,67,4,16.3,8,139.05250726375192
39140,5,89,4,64.0,2,203.22891728005467
39141,1,56,5,39.3,5,209.40755808297513
39142,8,77,8,16.3,1,107.2656064430194
39143,0,88,7,52.5,3,204.131989129645
39144,3,61,8,18.5,5,157.1129336898796
39145,7,87,9,70.2,3,210.1556754408657
39146,7,81,8,25.7,2,128.63906651667514
39147,2,50,7,56.0,5,241.32583527965386
39148,2,64,9,22.8,6,169.3821087495767
39149,6,51,10,48.6,3,203.54161874416747
39150,4,76,3,59.7,1,207.27673179927632
39151,0,49,10,57.7,4,249.0510628383102
39152,7,71,5,36.6,1,155.54156160546546
39153,0,89,9,41.7,6,191.65289102273806
39154,2,50,4,42.6,5,217.12629118130855
39155,5,65,3,48.3,7,209.99888418454924
39156,3,89,2,66.2,1,212.77861609765415
39157,0,43,7,43.9,7,238.57994503868548
39158,3,79,6,18.9,8,152.7138747110581
39159,3,45,6,63.1,7,261.6213543070647
39160,0,55,1,68.9,7,277.5771792047621
39161,0,59,2,69.9,7,275.7269460403556
39162,5,86,3,60.2,5,208.35901409878642
39163,6,71,1,45.1,7,195.65851604146064
39164,4,59,3,65.4,5,244.94334591383063
39165,7,51,3,31.0,1,162.624877259595
39166,5,52,4,53.0,7,229.51481157931627
39167,4,61,4,47.8,7,216.02282695809203
39168,6,55,2,34.9,2,173.98565781891253
39169,7,90,1,50.8,2,170.71133798050087
39170,3,57,8,66.1,4,247.0163322660955
39171,0,44,7,16.0,7,185.18657533479927
39172,2,64,1,53.2,5,226.2711185704548
39173,0,81,5,33.5,1,168.7011441031926
39174,7,83,2,47.9,1,167.6985981116494
39175,7,52,5,28.9,3,163.39781056737752
39176,1,56,2,49.8,2,220.82066055828778
39177,3,43,3,36.9,1,196.20779329299967
39178,8,63,3,20.7,3,135.4059173913155
39179,3,85,4,64.8,8,234.77162131045822
39180,0,40,3,59.6,4,262.6733498658806
39181,0,74,9,57.8,8,240.9460314298218
39182,5,79,5,25.7,5,148.6187796751941
39183,8,44,2,66.9,3,238.85573246701347
39184,0,41,2,19.4,7,195.86054278491588
39185,0,77,8,70.0,8,261.72851270365254
39186,5,77,8,32.9,5,162.83517428792615
39187,1,56,4,35.1,4,198.70985872830943
39188,2,65,8,57.5,6,234.23459878360336
39189,4,50,6,62.8,4,243.49758171674816
39190,6,55,2,71.6,5,252.50616071201546
39191,1,82,8,53.0,1,199.61852257839448
39192,7,64,6,32.6,8,175.52446379324212
39193,6,79,8,65.1,1,205.32876247050928
39194,0,65,9,30.3,3,181.10810918405903
39195,0,43,6,53.3,8,259.76312730133367
39196,5,44,9,53.1,4,225.3485472068134
39197,4,68,6,67.6,6,243.56011801889252
39198,5,63,2,45.5,1,187.9646599778378
39199,3,64,1,59.0,2,223.87059484831693
39200,1,67,3,45.2,8,221.29555619321837
39201,7,42,10,23.0,8,174.69243966204112
39202,3,86,5,24.1,3,141.25787636191822
39203,3,46,3,22.8,3,173.3781428636485
39204,0,59,4,25.7,4,182.38917403838653
39205,8,57,5,23.2,2,141.3705988044664
39206,3,39,5,65.8,7,272.133952502705
39207,6,75,3,37.1,7,176.51187547277792
39208,5,89,1,48.2,2,174.50924845035252
39209,3,40,7,29.6,1,183.616081027292
39210,6,67,5,16.6,6,140.85253428081748
39211,4,60,8,58.3,3,222.72785076697244
39212,4,54,9,38.3,1,183.5288817488615
39213,8,56,3,42.3,8,197.68258156896172
39214,0,47,4,52.2,3,239.3285002996579
39215,6,45,2,40.7,8,212.17901402385985
39216,0,69,8,33.1,8,199.00695257394193
39217,7,41,10,66.3,3,241.42283937640468
39218,6,55,1,43.2,8,208.76421992875137
39219,8,89,3,48.8,5,172.57597367881493
39220,3,60,9,60.3,4,233.20599873137385
39221,2,90,3,30.0,1,147.33110498295028
39222,0,60,5,32.8,7,203.96861254787083
39223,1,59,7,37.4,7,208.86332904797877
39224,8,59,8,20.3,1,130.04370229547519
39225,5,54,2,63.3,2,232.2446164553109
39226,3,85,6,68.8,5,232.21302099657288
39227,4,72,2,18.7,3,140.05839424736007
39228,3,59,10,53.1,4,220.14660457747794
39229,1,61,9,71.8,5,264.99922333070094
39230,6,82,5,45.1,8,188.09206141069888
39231,1,84,2,58.9,6,226.7793981251117
39232,8,89,7,71.8,5,214.51007704089974
39233,1,80,8,65.7,3,231.4981968251749
39234,0,60,9,71.2,2,259.23974592043305
39235,3,75,4,72.0,2,238.00066810428027
39236,6,82,1,22.1,4,133.62427510269737
39237,2,53,1,30.3,2,183.057449603143
39238,6,72,9,47.6,8,199.8859630444036
39239,7,47,6,18.4,2,144.37750297883733
39240,4,49,4,25.3,2,168.14259034157735
39241,8,65,3,59.1,3,206.03407368930007
39242,8,48,10,32.5,8,183.57918556567336
39243,5,54,3,40.2,5,197.79273846375065
39244,3,77,1,51.2,7,213.83733702958853
39245,3,45,4,34.3,6,204.938316117679
39246,2,65,3,45.6,4,207.28517049277366
39247,5,75,8,35.4,5,169.2374769534815
39248,1,88,6,28.4,6,164.56470887658247
39249,1,54,6,60.2,2,240.71794848447433
39250,6,52,10,52.6,4,213.36166099771208
39251,3,49,3,29.9,2,181.07599868517875
39252,4,75,8,66.1,4,227.8478813524217
39253,7,84,6,53.7,2,179.52497526695987
39254,1,81,2,17.5,2,138.81432266887703
39255,3,53,1,25.7,7,186.1370846036254
39256,4,67,9,51.1,2,199.7596782616962
39257,3,75,4,70.2,4,240.87741602872097
39258,2,64,2,61.0,1,228.08190133975998
39259,0,86,2,54.7,5,217.96581598517886
39260,6,69,7,48.7,1,183.2563801532185
39261,2,42,1,52.2,2,233.61970449726357
39262,1,56,1,29.7,3,186.44397633134116
39263,6,41,1,20.8,6,172.1664234558727
39264,3,69,3,50.2,4,208.63716780694426
39265,6,81,1,19.8,6,136.4062500766347
39266,7,74,2,71.8,5,232.86746715742538
39267,0,49,7,36.7,2,204.27094895104312
39268,8,60,5,42.2,5,184.0144226982245
39269,2,58,2,65.1,8,262.8192444556914
39270,4,55,3,58.6,6,238.6574253855826
39271,3,51,10,59.6,3,236.03054593665814
39272,0,90,9,62.5,7,233.11380639578076
39273,5,53,10,45.2,7,211.9018485304161
39274,5,45,8,37.7,2,189.57659200080712
39275,0,61,3,26.4,5,185.4930647461408
39276,8,71,2,67.1,6,225.76583978710585
39277,1,76,6,71.3,7,258.65839560841744
39278,8,45,1,69.4,3,243.0632156886689
39279,1,58,5,58.6,6,247.19647579705713
39280,7,90,4,15.1,7,118.1037672988995
39281,6,46,1,68.5,2,245.23562103636047
39282,8,42,10,40.6,2,185.11560032630365
39283,5,87,2,63.4,5,213.88486703375418
39284,7,57,7,52.4,3,202.730887395891
39285,6,65,10,33.8,7,176.34432335397304
39286,8,40,5,50.7,3,210.69475035274138
39287,2,39,10,16.5,1,162.67673053224735
39288,1,47,8,54.3,2,234.842533776218
39289,5,52,9,64.7,6,246.68730059976207
39290,6,43,4,19.6,8,173.44154417436346
39291,8,39,5,29.7,2,168.85715791875228
39292,5,66,1,57.6,1,208.55880272119535
39293,7,55,6,42.7,4,189.63524974188277
39294,2,59,4,31.9,8,198.75205331334953
39295,5,51,9,59.0,5,233.66550332817297
39296,7,82,8,52.7,5,188.04381225201476
39297,1,77,3,20.5,8,166.3067421477108
39298,2,76,10,24.7,6,162.45156474452781
39299,0,90,10,33.8,6,175.58128775180444
39300,4,77,1,37.3,5,177.46754354070885
39301,5,59,3,29.2,2,163.44063939294756
39302,6,55,4,58.6,4,224.19685169064405
39303,0,50,3,25.0,3,185.90560056704675
39304,0,78,1,33.0,8,193.61791435852055
39305,5,90,2,43.8,6,177.56317669189767
39306,5,86,3,60.5,8,218.32429189964353
39307,7,67,8,53.6,1,189.90897160829664
39308,0,73,6,48.7,3,210.024860161291
39309,2,72,9,57.0,8,233.2853700294692
39310,6,59,8,65.9,6,239.4409684339438
39311,3,40,8,71.3,8,283.7412537282838
39312,4,49,10,17.5,3,154.50996773101897
39313,7,82,6,52.2,7,194.060840395983
39314,0,87,6,25.6,5,160.9286252688624
39315,7,55,10,68.4,1,227.25423121730654
39316,2,64,5,16.5,1,143.2334362941209
39317,1,39,5,55.3,4,250.80593715387343
39318,6,57,7,34.4,1,166.4870067179023
39319,4,78,2,67.4,4,229.83116111311313
39320,1,72,3,69.3,1,240.5165983725928
39321,4,59,5,30.9,2,169.87441136776226
39322,8,55,3,59.6,7,227.97864630620927
39323,6,73,6,46.2,8,197.44012290098
39324,8,77,6,31.1,6,151.49869195882516
39325,5,73,4,55.2,7,215.8729455106111
39326,4,41,5,63.2,2,245.95231134413444
39327,7,79,6,53.9,5,193.53651304665703
39328,6,53,4,18.9,4,151.12029449650785
39329,6,54,10,60.1,6,232.06005285243532
39330,5,69,10,23.9,6,155.10160557334234
39331,4,80,7,71.1,8,245.90983197437322
39332,3,39,9,67.6,8,277.27370814094996
39333,8,47,8,27.7,8,176.07773512819819
39334,8,59,6,15.1,4,130.34224024368206
39335,1,62,3,16.5,5,162.07673424728492
39336,7,64,8,27.1,8,164.47396529384008
39337,0,39,7,66.3,2,268.4883509897376
39338,0,72,5,27.5,3,171.2899510645226
39339,1,56,6,16.5,2,156.72017126395946
39340,6,87,7,27.7,3,134.72757559327655
39341,4,79,9,15.3,5,131.57171013937534
39342,2,80,10,57.1,8,226.35241128335326
39343,4,60,9,64.6,2,231.1138177886171
39344,8,75,7,19.5,5,127.86590142949181
39345,0,72,5,51.2,1,209.65934131371333
39346,3,59,9,63.3,4,239.7030743474326
39347,8,56,8,56.7,4,210.53994870274647
39348,4,67,9,31.5,3,165.97874702542762
39349,8,47,3,64.1,8,246.36265852888374
39350,1,76,2,17.7,8,162.22612265801172
39351,8,62,8,66.9,8,237.20264354575392
39352,6,79,9,71.7,2,220.5465865565319
39353,5,61,5,71.3,7,256.0125456774606
39354,4,86,6,27.2,8,158.4936385471493
39355,6,73,8,57.6,7,215.08541531507
39356,3,69,6,52.0,2,204.72260089743972
39357,6,44,4,66.5,1,238.9914501090787
39358,6,79,2,31.2,3,149.82448008317962
39359,2,49,7,55.0,1,227.7556867308678
39360,3,54,7,32.0,8,198.21327508792598
39361,3,49,7,72.5,5,269.3247162294488
39362,8,56,8,67.4,7,240.0924336728167
39363,1,68,4,26.7,6,178.99322721916693
39364,7,49,6,32.3,8,187.66324372976226
39365,6,69,6,69.6,7,241.76559710268083
39366,0,46,3,51.3,7,251.35999583486634
39367,0,74,5,47.1,5,212.7773051065034
39368,5,80,6,16.1,7,135.61226285917436
39369,8,51,8,48.1,3,195.4440128548851
39370,2,66,5,48.3,5,213.96493252679076
39371,1,70,10,45.3,8,216.52155798628795
39372,7,49,9,39.1,1,177.49849966152198
39373,2,51,9,34.1,1,186.0072151348672
39374,8,62,6,26.9,8,162.55911067984871
39375,5,72,10,62.8,1,210.1574311394344
39376,6,63,10,21.1,8,157.25259012408077
39377,5,38,7,71.2,2,258.94437728405654
39378,6,66,2,33.3,4,167.9229660838105
39379,8,64,3,28.8,7,162.34810160369898
39380,7,45,7,31.3,2,170.02107315191785
39381,2,69,5,55.0,1,211.5091720169907
39382,1,66,9,43.8,8,217.43009849832845
39383,1,50,5,38.4,4,209.66060878341304
39384,5,47,7,70.6,3,253.32548952093265
39385,1,90,3,18.8,7,148.96161026897275
39386,8,74,3,47.2,4,179.13293198270426
39387,3,59,10,48.1,1,201.32941584438032
39388,4,56,1,26.6,7,181.36747599215016
39389,3,86,9,66.0,1,212.52112051048
39390,3,39,5,44.6,5,225.93934256942765
39391,4,84,8,42.9,4,176.5310649658748
39392,6,43,2,16.3,4,155.38456904620696
39393,3,45,5,37.4,8,216.69771237361869
39394,7,63,9,63.8,2,215.29466159880513
39395,6,85,4,34.7,2,147.50951037871076
39396,8,54,7,29.1,1,151.19803114811822
39397,6,75,6,34.5,2,154.9101510130149
39398,3,73,7,56.5,8,228.2647407184703
39399,2,39,10,18.8,3,173.27535820608938
39400,0,75,8,26.3,6,174.8515728176299
39401,7,55,6,44.6,4,193.2136818208736
39402,7,72,10,42.1,2,166.45698350766835
39403,8,44,4,23.3,6,165.44851606675869
39404,4,78,4,18.7,6,143.68525892224582
39405,1,58,2,41.3,6,215.65172901025693
39406,6,73,4,70.3,1,221.58764291304357
39407,5,84,7,36.1,7,169.54635048467637
39408,1,80,1,62.4,7,240.23828589729155
39409,8,70,6,35.8,8,172.54588227706256
39410,6,79,9,72.7,7,238.09707554365977
39411,8,70,4,24.2,7,148.2570713290678
39412,5,60,1,59.7,1,217.59543007230852
39413,1,61,9,47.3,8,228.2565455742038
39414,0,63,3,22.3,2,166.67708338357664
39415,6,71,2,68.0,3,225.90841691221942
39416,7,47,7,38.7,3,185.39770573968872
39417,7,90,3,40.4,2,150.43225148791188
39418,8,71,1,38.2,4,165.4151026690799
39419,5,90,10,55.0,3,186.48931260195525
39420,4,55,3,45.9,3,205.3381698060483
39421,6,87,4,71.3,8,233.5480975470527
39422,4,45,2,63.9,8,263.72134565393515
39423,8,60,2,20.2,5,143.61776497918373
39424,4,45,10,23.7,4,172.7080561642873
39425,2,67,8,71.7,4,253.01798923411454
39426,2,42,7,48.1,2,223.82218677773452
39427,1,56,10,17.8,4,164.0516549863176
39428,7,41,10,17.7,8,165.55741724882404
39429,1,40,2,29.4,7,211.61741925395268
39430,6,46,4,39.5,5,198.97989042350534
39431,4,66,1,46.9,4,201.7307384501463
39432,5,56,9,69.9,3,243.6929631674805
39433,8,56,6,62.9,2,216.6419754425026
39434,3,71,1,24.2,8,171.20087274947883
39435,4,89,10,47.3,3,176.7580617375274
39436,6,52,4,33.4,8,191.80998406290158
39437,0,76,7,58.5,4,228.72875811686814
39438,5,90,10,31.8,1,136.52793205921387
